id;Country;Name;Sector;;
;Denmark;ELSAM FYNSVAERKET;Energy;;
;Italy;RISANAMENTO TEVERE II/FIO;Water, sewerage;;
;Portugal;BFE PG VII;Credit lines;;
;Italy;SIP MEZZOGIORNO VIII;Telecom;;
;Italy;SIP MEZZOGIORNO VIII;Telecom;;
;Italy;SIP MEZZOGIORNO VIII;Telecom;;
;Italy;SIP MEZZOGIORNO VIII;Telecom;;
;Italy;AMBIENTE LOMBARDIA/FIO;Solid waste;;
;Germany;FVS FERNWARME SAAR II;Energy;;
;Germany;BERLINER INDUSTRIEBANK GL(GDR);Credit lines;;
;;ASECNA II;Transport;;
;Germany;WESTLB GL VII;Credit lines;;
;Italy;ARTIGIANCASSA PG CN/MG II (BEI/PME B);Credit lines;;
;Italy;ARTIGIANCASSA PG CN/MG II (BEI/PME B);Credit lines;;
;Italy;DISINQUINAMENTO PO IV/FIO;Water, sewerage;;
;Italy;AMBIENTE NORD/FIO 89;Solid waste;;
;Italy;VENEFONDIARIO PG CN V;Credit lines;;
;Italy;VENEFONDIARIO PG CN V;Credit lines;;
;Grenada;RESORT HOTEL PROJECT;Services;;
;Grenada;RESORT HOTEL PROJECT;Services;;
;Italy;MC LOMBARDO PG CN VI (BEI/PMIB);Credit lines;;
;Italy;MC LOMBARDO PG CN VI (BEI/PMIB);Credit lines;;
;France;GOLBEY PAPIER JOURNAL;Industry;;
;Germany;DBP-TELEKOMMUNIKATION;Telecom;;
;Germany;NORTH GERMAN STATE BANKS GL;Credit lines;;
;Italy;ANNOVATI FROSSASCO;Industry;;
;Italy;DISINQUINAMENTO PO V/FIO 89;Water, sewerage;;
;Portugal;IKB GL VII;Industry;;
;Egypt;CAIRO GAS DISTRIBUTION;Energy;;
;Denmark;NOVO NORDISK R & D CENTRE;Services;;
;Denmark;AARHUS SEWAGE;Water, sewerage;;
;Ireland;GAS UTILITY MODERNISATION;Energy;;
;Greece;NIBID GL VIII;Credit lines;;
;Italy;MCC PG CN XIV (BEI/PMI B);Credit lines;;
;United Kingdom;SOUTHERN WATER II;Water, sewerage;;
;Italy;MCC PG MZG VIII;Credit lines;;
;Italy;MCC PG CN XV;Credit lines;;
;United Kingdom;THAMES WATER;Water, sewerage;;
;Belgium;EUROCONTROL INFRASTRUCTURE;Transport;;
;Belgium;EUROCONTROL INFRASTRUCTURE;Transport;;
;Portugal;CTT TELECOM III;Telecom;;
;Portugal;CTT TELECOM III;Telecom;;
;Italy;IMI PG MG XII;Credit lines;;
;Italy;IMI PG MG XII;Credit lines;;
;Cameroon;SBM-BANANES;Agriculture, fisheries, forestry;;
;Italy;INFRASTRUTTURE MEZZOGIORNO II/FIO;Transport;;
;Italy;INFRASTRUTTURE MEZZOGIORNO II/FIO;Energy;;
;Italy;PROTEZIONE AMBIENTE ABRUZZO/FIO;Solid waste;;
;Italy;TIRRENIA TRAGHETTI II;Transport;;
;Italy;AMBIENTE ABRUZZO II/FIO;Solid waste;;
;Italy;ISVEIMER PG MEZZOGIORNO XVII;Credit lines;;
;Italy;ISVEIMER PG MEZZOGIORNO XVII;Credit lines;;
;Norway;DEMINEX SNORRE & VESLEFRIKK OIL FIELDS;Energy;;
;Italy;CIBA GEIGY SPA NAPOLI IV;Industry;;
;Italy;TECNOL.SERVIZI AVANZATI/FIO;Services;;
;Italy;CEMENTI TICINO  (AUT.GLOB.IV );Industry;;
;Italy;CEMENTI TICINO  (AUT.GLOB.IV );Industry;;
;Italy;AMBIENTE CAMPANIA/FIO;Solid waste;;
;United Kingdom;WESSEX WATER III;Water, sewerage;;
;Italy;SNAM GASDOTTI IV;Energy;;
;Italy;TIRRENIA TRAGHETTI II;Transport;;
;Italy;VETROTEX ITALIA;Industry;;
;Italy;VETROTEX ITALIA;Industry;;
;Italy;AGIP VILLA FORTUNA TRECATE II;Energy;;
;Italy;AGIP VILLA FORTUNA TRECATE II;Energy;;
;Italy;UNICEM II;Industry;;
;Italy;UNICEM II;Industry;;
;United Kingdom;ICI PHARMACEUTICALS;Industry;;
;France;AIR INTER;Transport;;
;Ireland;IRISH INFRASTRUCTURE FRAMEWORK II;Composite infrastructure;;
;Italy;AMBIENTE MEZZOGIORNO/FIO 89;Water, sewerage;;
;Italy;ICLE PG CN  (BEI/PMI B);Credit lines;;
;Italy;ICLE PG CN  (BEI/PMI B);Credit lines;;
;Italy;ICLE PG MZG;Credit lines;;
;Italy;ICLE PG MZG;Credit lines;;
;Spain;SEAT AUTOMOVIL 2;Industry;;
;Spain;SEAT AUTOMOVIL 2;Industry;;
;Ireland;ESB TRANSMISSION IV;Energy;;
;Italy;CIS PG MEZZOGIORNO XIII;Credit lines;;
;Italy;CIS PG MEZZOGIORNO XIII;Credit lines;;
;Italy;DIFESA SUOLO BASILICATA/FIO;Water, sewerage;;
;Portugal;CONTINENTAL MABOR;Industry;;
;Germany;KFW GL UMWELT III;Credit lines;;
;Germany;WESTLB GL VI;Credit lines;;
;United Kingdom;YORKSHIRE WATER IX;Water, sewerage;;
;Denmark;KJOEBENHAVNS TELEFON;Telecom;;
;Denmark;TELE SOENDERJYLLAND;Telecom;;
;Italy;AMBIENTE VENEZIE/FIO 89;Water, sewerage;;
;Italy;AMBIENTE SARDEGNA SICILIA/FIO;Water, sewerage;;
;Mauritania;SNIM IV C;Industry;;
;Mauritania;SNIM IV (LOME III);Industry;;
;Kenya;OIL PIPELINE REHABILITATION;Services;;
;Denmark;DEN DANSKE BANK GL;Credit lines;;
;Germany;VERBUNDNETZ GAS OSTDEUTSCH.1&2(EIB/ED);Energy;;
;Germany;VERBUNDNETZ GAS OSTDEUTSCH.1&2(EIB/ED);Energy;;
;Algeria;AUTOROUTE EST-OUEST II (BOUIRA);Transport;;
;United Kingdom;SEVERN TRENT WATER IV;Water, sewerage;;
;Germany;IKB GL VII;Credit lines;;
;Zimbabwe;ZESA II;Energy;;
;Portugal;BPA GL II;Credit lines;;
;United Kingdom;EUROTUNNEL (UK AND F);Transport;;
;United Kingdom;EUROTUNNEL (UK AND F);Transport;;
;France;EUROTUNNEL(F/UK);Transport;;
;Italy;DISINQUINAMENTO PO V/FIO 89;Water, sewerage;;
;Cayman Islands;CAYMAN WATER PROJECT (OCT);Water, sewerage;;
;Germany;THA INDUSTRIAL RESTRUCTURING (GDR);Credit lines;;
;United Kingdom;OPTICAL FIBRES CLWYD;Industry;;
;Spain;RENFE IV;Transport;;
;Spain;RENFE IV;Transport;;
;Italy;EFIBANCA PG CN VII - BEI/PMIB;Credit lines;;
;Italy;EFIBANCA PG CN VII - BEI/PMIB;Credit lines;;
;Italy;MCC PG CN XIV (BEI/PMI B);Credit lines;;
;Italy;MCC PG MZG VII;Credit lines;;
;France;CNA/SANEF A26-SUD;Transport;;
;Portugal;CTT TELECOM III;Telecom;;
;Italy;AGROINDUSTRIA PG CN IV (BEI/PMI B);Credit lines;;
;Italy;AGROINDUSTRIA PG CN IV (BEI/PMI B);Credit lines;;
;Greece;ETBA GL VII;Credit lines;;
;Italy;AGROINDUSTRIA PG CN IV (BEI/PMI B);Credit lines;;
;Italy;AGROINDUSTRIA PG CN IV (BEI/PMI B);Credit lines;;
;Italy;DISINQUINAMENTO PO V/FIO 89;Water, sewerage;;
;Italy;PIAGGIO PONTEDERA;Industry;;
;France;CLF LANGUEDOC-ROUSSILLON PGRI III;Credit lines;;
;Spain;AGUAS DE MALAGA;Water, sewerage;;
;France;CLF AQUITAINE PGRI III;Credit lines;;
;Malta;GLOBAL LOAN CENTRAL BANK;Credit lines;;
;Portugal;CAMINHOS DE FERRO PORTUGUESES II;Transport;;
;Italy;ENEL FIUME SANTO;Energy;;
;Italy;ENEL RETI MEZZOGIORNO III;Energy;;
;Italy;ENEL FUSINA;Energy;;
;Congo (Democratic Republic);ELECTRIFICATION NORD-KIVU (LOME III);Energy;;
;Congo (Democratic Republic);ELECTRIFICATION NORD-KIVU (LOME III);Energy;;
;Kenya;GLOBAL PRIVATE ENTERPRISE LOAN;Credit lines;;
;Portugal;SOPORCEL FOREST & PAPER;Agriculture, fisheries, forestry;;
;Portugal;SOPORCEL FOREST & PAPER;Agriculture, fisheries, forestry;;
;France;PARIBAS EURO PG PME;Credit lines;;
;Italy;MCC PG CN XIV (BEI/PMI B);Credit lines;;
;United Kingdom;GKN AXLES - BIRMINGHAM;Industry;;
;Italy;INTERBANCA PG MG IV;Credit lines;;
;Italy;INTERBANCA PG MG IV;Credit lines;;
;Italy;INTERBANCA PG CN VI (BEI/PME B);Credit lines;;
;Italy;INTERBANCA PG CN VI (BEI/PME B);Credit lines;;
;Portugal;BRISA V;Transport;;
;Nigeria;OIL PALM II (LOME III);Industry;;
;Denmark;DONG VII;Energy;;
;Jamaica;NDB III (LOME III);Credit lines;;
;Jamaica;NDB/VCC VENTURE CAPITAL (LOME III);Credit lines;;
;Denmark;KJOEBENHAVNS TELEFON;Telecom;;
;Germany;IKB GL VII;Credit lines;;
;Germany;KFW GL UMWELT III;Credit lines;;
;Denmark;KOMMUNEKREDIT GL II;Credit lines;;
;Denmark;A.P.MOELLER OIL & GAS;Energy;;
;Ireland;IRISH TELECOMMUNICATIONS XII;Telecom;;
;Cameroon;SBM-BANANES (LOME III);Agriculture, fisheries, forestry;;
;Cameroon;SBM-BANANES (LOME III);Agriculture, fisheries, forestry;;
;Greece;MIDLAND BANK GL;Credit lines;;
;Italy;INTERPORTO ORBASSANO III/FIO 89;Transport;;
;Belgium;KREDIETBANK GL II;Credit lines;;
;United Kingdom;EUROTUNNEL (UK AND F);Transport;;
;Italy;ROSPO MARE IV;Energy;;
;Denmark;KOMMUNEKREDIT GL II;Credit lines;;
;France;EUROTUNNEL(F/UK);Transport;;
;Denmark;A.P.MOELLER OIL & GAS;Energy;;
;Denmark;KOMMUNEKREDIT GL I;Credit lines;;
;Italy;SAN PAOLO PG CN VI - BEI/PME B;Credit lines;;
;Italy;SAN PAOLO PG CN VI - BEI/PME B;Credit lines;;
;Romania;RENEL I;Energy;;
;Germany;NORTH GERMAN STATE BANKS GL;Credit lines;;
;Germany;NORTH GERMAN STATE BANKS GL;Credit lines;;
;Italy;TELESPAZIO V;Telecom;;
;Italy;TELESPAZIO V;Telecom;;
;Portugal;MINI HIDRO GROUPED LOAN I;Credit lines;;
;Italy;IMI PG CN XIV;Credit lines;;
;Italy;IMI PG CN XIV;Credit lines;;
;Italy;AMBIENTE SARDEGNA SICILIA II/FIO 89;Water, sewerage;;
;Italy;ENEL LA SPEZIA;Energy;;
;United Kingdom;MARATHON SAGE/BRAE COMPLEX;Energy;;
;Ireland;TEMPLE BAR DEVELOPMENT (GL.AUTH.);Urban development;;
;Poland;POLISH DEVELOPMENT BANK GLOBAL LOAN;Credit lines;;
;Spain;BCL-BANCO DE CREDITO LOCAL PG XI;Credit lines;;
;Spain;ANTIBIOTICOS FARMA;Industry;;
;Italy;TELERISCALDAMENTO BRESCIA III;Energy;;
;Italy;MCC PG CN XII;Credit lines;;
;Italy;MCC PG CN XIV (BEI/PMI B);Credit lines;;
;Italy;MCC PG MZG VII;Credit lines;;
;Italy;IRFIS PG MEZZOGIORNO XI;Credit lines;;
;Italy;IRFIS PG MEZZOGIORNO XI;Credit lines;;
;Italy;SOL PIOMBINO;Industry;;
;Morocco;EURAFRICA (CABO SUBMARINO);Telecom;;
;Portugal;EURAFRICA (CABO SUBMARINO);Telecom;;
;Italy;HENKEL SUD II;Industry;;
;Germany;EVG MBH ERDGAS;Energy;;
;Spain;TRANSPORTE URBANO MADRID II - METRO;Transport;;
;Italy;ZANUSSI PORDENONE;Industry;;
;Italy;ZANUSSI PORDENONE;Industry;;
;Cyprus;CYPRUS DEVELOPMENT BANK;Credit lines;;
;Cyprus;PG SECTEUR BANCAIRE;Credit lines;;
;Italy;DISINQUINAMENTO LAGHI NORD/FIO;Water, sewerage;;
;;ASECNA II (LOME III);Transport;;
;Cyprus;CYPRUS DEVELOPMENT BANK;Services;;
;Germany;WESTLB GL VI;Credit lines;;
;Spain;ELECTROLUX ESPANA;Industry;;
;Spain;ELECTROLUX ESPANA;Industry;;
;Germany;FLUGHAFEN HAMBURG;Transport;;
;Germany;GKW MANNHEIM;Energy;;
;France;TUNNEL PRADO-CARENAGE MARSEILLE;Transport;;
;Italy;MC LOMBARDO PG CN VI (BEI/PMIB);Credit lines;;
;Italy;MC LOMBARDO PG CN VI (BEI/PMIB);Credit lines;;
;Italy;IMI PG CN XIII (BEI/PMI B);Credit lines;;
;Italy;IMI PG CN XIII (BEI/PMI B);Credit lines;;
;Germany;NORTH GERMAN STATE BANKS GL;Credit lines;;
;Germany;WESTLB GL VI;Credit lines;;
;Italy;DISINQUINAMENTO PO IV/FIO;Water, sewerage;;
;Italy;ITALTEL MEZZOGIORNO II;Industry;;
;Madagascar;PROJET-PILOTE PNB AQUACULTURE;Services;;
;Italy;SNAM COGENERAZIONE;Energy;;
;Spain;RENFE IV;Transport;;
;Spain;RENFE IV;Transport;;
;Spain;RENFE IV;Transport;;
;France;HUREL-DUBOIS AERONAUTIQUE/TRENT;Industry;;
;Italy;SERONO SUD;Industry;;
;Italy;ESSO AUGUSTA IV;Industry;;
;Italy;ESSO AUGUSTA IV;Industry;;
;United Kingdom;BIRMINGHAM AIRPORT II;Transport;;
;Italy;DISINQUINAMENTO PO IV/FIO;Water, sewerage;;
;Belgium;CANAC AIR TRAFFIC CONTROL;Transport;;
;Italy;ISVEIMER PG MEZZOGIORNO XVII;Credit lines;;
;Italy;ISVEIMER PG MEZZOGIORNO XVII;Credit lines;;
;France;AEROPORT DE LA MARTINIQUE;Transport;;
;Italy;AMBIENTE BASILICATA-CALABRIA/FIO;Solid waste;;
;Italy;DIFESA SUOLO BASILICATA/FIO;Water, sewerage;;
;Italy;EFIBANCA PG CN VII - BEI/PMIB;Credit lines;;
;Italy;EFIBANCA PG CN VII - BEI/PMIB;Credit lines;;
;Italy;SNAM GASDOTTI IV;Energy;;
;Spain;TELEFONICA DE ESPANA II;Telecom;;
;Italy;MCC PG CN XIII (BEI/PMIB);Credit lines;;
;France;BFCM PG III;Credit lines;;
;France;CMB PG II;Credit lines;;
;United Kingdom;PARKLAND TEXTILES BRADFORD;Industry;;
;Germany;BREISGAU ABWASSER;Water, sewerage;;
;United Kingdom;PETROFINA NORTH SEA-ALBA FIELD;Energy;;
;Portugal;BESCL GLOBAL LOAN I;Credit lines;;
;Greece;KORINTHOS-TRIPOLI ROAD 1,2&3 (EIB/ED);Transport;;
;Spain;RED ELECTRICA DE ESPANA;Energy;;
;Papua New Guinea;GLOBAL LOAN TO PRIVATE SECTOR;Credit lines;;
;United Kingdom;BRITISH ALCAN ALUMINIUM IV;Industry;;
;Italy;SAN PAOLO PG MEZZOGIORNO II;Credit lines;;
;Italy;SAN PAOLO PG MEZZOGIORNO II;Credit lines;;
;Poland;TELECOMMUNICATIONS;Telecom;;
;Norway;DEMINEX SNORRE & VESLEFRIKK OIL FIELDS;Energy;;
;Italy;FARMITALIA NERVIANO IV;Services;;
;Italy;FARMITALIA NERVIANO/ASCOLI;Industry;;
;France;INTERBAIL PG II;Credit lines;;
;Spain;BINTER CANARIAS TRANSPORTE REGIONAL;Transport;;
;Belgium;CREDIT GENERAL GL;Credit lines;;
;Portugal;TRANSPORT AZORES II;Transport;;
;Portugal;TRANSPORT AZORES II;Transport;;
;Italy;INFRASTRUTTURE TARANTO/FIO;Solid waste;;
;Germany;FLUGHAFEN HAMBURG;Transport;;
;Germany;FLUGHAFEN HAMBURG;Transport;;
;Algeria;SOCIETE FINANCIERE D INVESTISSEMENT;Credit lines;;
;Algeria;SOCIETE FINANCIERE D INVESTISSEMENT;Services;;
;Denmark;DONG VII;Energy;;
;Italy;ALENIA NOLA;Industry;;
;Ireland;IRISH INFRASTRUCTURE FRAMEWORK;Composite infrastructure;;
;Italy;PROTEZIONE AMBIENTE LIGURIA/FIO;Solid waste;;
;Italy;AMBIENTE NORD/FIO 89;Water, sewerage;;
;Ireland;ATHLONE BY-PASS 2;Transport;;
;France;BNP EURO-PG PME;Credit lines;;
;Greece;ERGOBANK GL;Credit lines;;
;Senegal;DELMAS SENEGAL (LOME III);Transport;;
;Italy;MCC PG CN XIV (BEI/PMI B);Credit lines;;
;Italy;MCC PG MZG VII;Credit lines;;
;United Kingdom;WELSH WATER VI;Water, sewerage;;
;Germany;IKB GL VII;Credit lines;;
;Italy;AMBIENTE FRIULI-VENEZIA GIULIA II/FIO;Solid waste;;
;Italy;EUROTERMINAL BOLOGNA;Transport;;
;Germany;IKB GL VI;Credit lines;;
;Italy;ACQUE PIEMONTE II/FIO;Water, sewerage;;
;Germany;EVG MBH ERDGAS;Energy;;
;Spain;AT&T NSE MADRID;Industry;;
;Spain;BANESTO PG PYME II (NIC IV);Credit lines;;
;France;GROUPE LOCAFRANCE PG V;Credit lines;;
;Côte d'Ivoire;ABIC;Services;;
;Spain;BANESTO PG PYME V (BEI/PME B);Credit lines;;
;Italy;ENEL RETI MEZZOGIORNO II;Energy;;
;Italy;ENEL CAMPANIA BASILICATA;Energy;;
;Spain;HIDROELECTRICA ESPANOLA DISTRIBUCION;Energy;;
;Spain;HIDROELECTRICA ESPANOLA DISTRIBUCION;Energy;;
;Spain;HIDROELECTRICA ESPANOLA DISTRIBUCION;Energy;;
;Spain;HIDROELECTRICA ESPANOLA DISTRIBUCION;Energy;;
;Spain;HIDROELECTRICA ESPANOLA DISTRIBUCION;Energy;;
;Spain;HIDROELECTRICA ESPANOLA DISTRIBUCION;Energy;;
;Spain;HIDROELECTRICA ESPANOLA DISTRIBUCION;Energy;;
;Spain;HIDROELECTRICA ESPANOLA DISTRIBUCION;Energy;;
;Spain;HISPASAT;Telecom;;
;Italy;FARMITALIA NERVIANO/ASCOLI;Industry;;
;United Kingdom;SHINETSU LIVINGSTON II;Industry;;
;Italy;AMBIENTE EMILIA-ROMAGNA MARCHE/FIO 89;Solid waste;;
;Ireland;AER LINGUS FLEET;Transport;;
;France;SNCF TGV NORD;Transport;;
;United Kingdom;EUROTUNNEL (UK AND F);Transport;;
;France;EUROTUNNEL(F/UK);Transport;;
;Madagascar;FIARO (LOME III);Services;;
;Italy;TELESPAZIO V;Telecom;;
;Italy;TELESPAZIO V;Telecom;;
;Italy;INFRASTRUTTURE LAZIO III/FIO 89;Water, sewerage;;
;Italy;INFRASTRUTTURE LAZIO II/FIO;Water, sewerage;;
;Germany;MESSEHALLEN BERLIN;Urban development;;
;France;SOFICAR FIBRES DE CARBONE;Industry;;
;Italy;TELESPAZIO V;Telecom;;
;Italy;TELESPAZIO V;Telecom;;
;Germany;FLUGHAFEN HAMBURG;Transport;;
;Italy;FLOVETRO SAN SALVO II;Industry;;
;Italy;FLOVETRO SAN SALVO II;Industry;;
;Spain;FERROCARRILES DE VIA ESTRECHA(FEVE);Transport;;
;Portugal;DELCO REMY (AUT. GLOB.II ET IV);Industry;;
;Germany;GKW MANNHEIM;Energy;;
;Italy;ACQUEDOTTO MARSALA/FIO;Water, sewerage;;
;Spain;TUNEL DE VALLVIDRERA;Transport;;
;Spain;TUNEL DE VALLVIDRERA;Transport;;
;Germany;KFW GL UMWELT III;Credit lines;;
;Germany;KFW GL UMWELT III;Credit lines;;
;Germany;KFW GL II;Credit lines;;
;Germany;NORTH GERMAN STATE BANKS GL;Credit lines;;
;Ireland;IRISH INFRASTRUCTURE FRAMEWORK II;Composite infrastructure;;
;Italy;AGROINDUSTRIA PG CN IV (BEI/PMI B);Credit lines;;
;Italy;AGROINDUSTRIA PG CN IV (BEI/PMI B);Credit lines;;
;Greece;OSE RAILWAY ROLLING STOCK;Transport;;
;Ireland;DUBLIN WESTERN RING ROAD I;Transport;;
;Ireland;DUBLIN WATER II;Water, sewerage;;
;Italy;CENTRI TURISTICI CULTURALI/FIO;Services;;
;Italy;SNAM GASDOTTI IV;Energy;;
;Italy;SNAM GASDOTTI IV;Energy;;
;Italy;MC LOMBARDO PG CN V(BEI/PMIB);Credit lines;;
;Italy;MC LOMBARDO PG CN V(BEI/PMIB);Credit lines;;
;Nigeria;OIL PALM II (LOME III);Industry;;
;Italy;INFRASTRUTTURE LAZIO/FIO;Solid waste;;
;Germany;WESTLB GL VI;Credit lines;;
;United Kingdom;NORTH WEST WATER X;Water, sewerage;;
;Algeria;ASSAINISSEMENT VILLES COTIERES;Water, sewerage;;
;Denmark;DANISH MOTORWAYS;Transport;;
;Ireland;AER LINGUS FLEET;Transport;;
;Germany;WESTLB GL VI;Credit lines;;
;Denmark;ELSAM FYNSVAERKET;Energy;;
;Italy;RAFFINERIA ISAB II;Industry;;
;Italy;RAFFINERIA ISAB II;Industry;;
;Saint Vincent and Grenadines;OECS/GUYANA SAND SUPPLY;Services;;
;Italy;RAFFINERIA ISAB II;Industry;;
;Italy;RAFFINERIA ISAB II;Industry;;
;Spain;AVIACO RENOVACION DE FLOTA;Transport;;
;Spain;RED ELECTRICA DE ESPANA;Energy;;
;Italy;IMI PG CN XIII (BEI/PMI B);Credit lines;;
;Italy;IMI PG CN XIII (BEI/PMI B);Credit lines;;
;Italy;IMI PG MEZZOGIORNO XI;Credit lines;;
;Italy;IMI PG MEZZOGIORNO XI;Credit lines;;
;France;BTP FINANCES PG III (BEI/PME B);Credit lines;;
;France;CCBP BAIL PG III (BEI/PME B);Credit lines;;
;Italy;BNL PG EN/AMB/TA III;Credit lines;;
;Portugal;EDP TRANSMISSION/DISTRIBUTION;Energy;;
;United Kingdom;SOUTHERN WATER;Water, sewerage;;
;Portugal;DEUTSCHE BANK DE INVESTIMENTO GL;Credit lines;;
;Mauritania;SNIM IV (LOME III);Industry;;
;Italy;SIP MEZZOGIORNO VII;Telecom;;
;Italy;SIP MEZZOGIORNO VII;Telecom;;
;Italy;CAMUZZI GAZOMETRI;Energy;;
;Italy;CAMUZZI GAZOMETRI;Energy;;
;Italy;CAMUZZI GAZOMETRI;Energy;;
;Italy;CAMUZZI GAZOMETRI;Energy;;
;France;CECICO ENTREPRISES PG (BEI/PME B);Credit lines;;
;Italy;MCC PG CN XIV (BEI/PMI B);Credit lines;;
;Italy;EFIBANCA PG MEZZOGIORNO V;Credit lines;;
;Italy;EFIBANCA PG MEZZOGIORNO V;Credit lines;;
;Italy;MCC PG MZG VII;Credit lines;;
;Italy;BNL PG ENERGIA AMBIENTE MZG II;Credit lines;;
;Italy;BNL PG ENERGIA AMBIENTE MZG II;Credit lines;;
;Italy;MCC PG CN XIII (BEI/PMIB);Credit lines;;
;Italy;ITALTEL MEZZOGIORNO II;Industry;;
;Italy;VENEFONDIARIO PG CN IV (BEI/PMI B);Credit lines;;
;Italy;VENEFONDIARIO PG CN IV (BEI/PMI B);Credit lines;;
;Italy;BANCO DI NAPOLI PG MG VI;Credit lines;;
;Italy;BANCO DI NAPOLI PG MG VI;Credit lines;;
;Italy;CARTIERE SAFFA V;Industry;;
;Italy;CARTIERE SAFFA V;Industry;;
;Italy;AMBIENTE NORD/FIO 89;Solid waste;;
;Italy;AMBIENTE MOLISE/FIO;Water, sewerage;;
;Greece;NATIONAL WESTMINSTER BANK GL;Credit lines;;
;Fiji;TROPIK;Services;;
;Saint Lucia;LUCELEC GEOTHERMAL STUDY II;Services;;
;Italy;CENTRI TURISTICI CULTURALI/FIO;Services;;
;Italy;CIS PG MEZZOGIORNO XII;Credit lines;;
;Italy;CIS PG MEZZOGIORNO XII;Credit lines;;
;Germany;VOLKSWAGEN SACHSEN;Industry;;
;Italy;CSELT-TORINO II;Services;;
;Italy;CSELT-TORINO II;Services;;
;Italy;INTERBANCA PG MG IV;Credit lines;;
;Italy;INTERBANCA PG MG IV;Credit lines;;
;Italy;INTERBANCA PG CN VI (BEI/PME B);Credit lines;;
;Italy;INTERBANCA PG CN VI (BEI/PME B);Credit lines;;
;Portugal;SOPORCEL FOREST & PAPER;Agriculture, fisheries, forestry;;
;Italy;ACOSER BOLOGNA;Composite infrastructure;;
;Denmark;GREAT BELT LINK PPP;Transport;;
;United Kingdom;BRITISH AEROSPACE AIRBUS A330/340;Industry;;
;Germany;FLUGHAFEN MUENCHEN 2;Transport;;
;Germany;FLUGHAFEN MUENCHEN 2;Transport;;
;Germany;IKB GL VI;Credit lines;;
;Italy;ITALGAS NORD III;Energy;;
;Italy;ITALGAS NORD III;Energy;;
;Norway;DEMINEX SNORRE & VESLEFRIKK OIL FIELDS;Energy;;
;Portugal;TLP II (TELEFONES DE LISBOA E PORTO);Telecom;;
;France;CNA/AREA A49;Transport;;
;France;CNA/AREA A43;Transport;;
;Denmark;JYDSK TELEFON;Telecom;;
;Italy;ATI MEZZOGIORNO II;Transport;;
;Italy;PIAGGIO PONTEDERA;Industry;;
;Italy;PIAGGIO PONTEDERA;Industry;;
;France;CNA/ESCOTA A57;Transport;;
;Italy;NAPOLETANA GAS II;Energy;;
;Italy;NAPOLETANA GAS II;Energy;;
;Italy;ATI MEZZOGIORNO II;Transport;;
;Portugal;UNILEVER PORTUGAL (AUT.GLOB.IV);Industry;;
;Italy;FERRARA TRENTO/FIO;Urban development;;
;Italy;BNL PG EN/AMB/TA III;Credit lines;;
;Italy;BNL PG EN/AMB/TA III;Credit lines;;
;France;COURLY-UIOM LYON-GERLAND II;Solid waste;;
;Spain;CEPSA CADIZ;Industry;;
;Italy;SOLVAY ROSIGNANO IV;Industry;;
;Italy;SOLVAY ROSIGNANO IV;Industry;;
;Germany;FLUGHAFEN HAMBURG;Transport;;
;Germany;FLUGHAFEN HAMBURG;Transport;;
;Germany;WESTLB GL VI;Credit lines;;
;Greece;HELLENIC NATURAL GAS PROJECT;Energy;;
;United Kingdom;NORTHUMBRIAN WATER VII;Water, sewerage;;
;United Kingdom;SOUTH WEST WATER VII;Water, sewerage;;
;Italy;SIP MEZZOGIORNO VII;Telecom;;
;Italy;SAN PAOLO PG CN V (BEI/PMI B);Credit lines;;
;Italy;SAN PAOLO PG CN V (BEI/PMI B);Credit lines;;
;Spain;UNION ELECTRICA FENOSA;Energy;;
;United Kingdom;EUROTUNNEL (UK AND F);Transport;;
;Italy;SIP MEZZOGIORNO VII;Telecom;;
;France;EUROTUNNEL(F/UK);Transport;;
;Italy;BANCO DI NAPOLI PG CN II;Credit lines;;
;Italy;BANCO DI NAPOLI PG CN II;Credit lines;;
;Portugal;BRISA IV;Transport;;
;Portugal;SINES WEST MOLE;Transport;;
;Portugal;TMG/MELO AND GONCALVES;Industry;;
;Portugal;TMG/MELO AND GONCALVES;Industry;;
;United Kingdom;L'OREAL UK;Industry;;
;Italy;IMI PG CN XII (BEI/PMI B);Credit lines;;
;Italy;IMI PG CN XII (BEI/PMI B);Credit lines;;
;Italy;SAIPO-TORINO;Industry;;
;Italy;SAIPO-TORINO;Industry;;
;Italy;UNIL.IT NAPOLI;Industry;;
;Italy;UNIL.IT NAPOLI;Industry;;
;United Kingdom;NAIRN CREAMERY SCOTLAND (GL. AUT.);Industry;;
;France;EURO DISNEYLAND (ACCORD CADRE);Services;;
;Italy;METANIZZAZIONE TOSCANA-LIGURIA;Energy;;
;Italy;METANIZZAZIONE TOSCANA-LIGURIA;Energy;;
;Italy;ICI ITALIA CAPONAGO;Industry;;
;Ireland;AER LINGUS FLEET;Transport;;
;Italy;AGROINDUSTRIA PG CN IV (BEI/PMI B);Credit lines;;
;Italy;AGROINDUSTRIA PG CN IV (BEI/PMI B);Credit lines;;
;Italy;MCC PG CN XII;Credit lines;;
;Italy;MCC PG CN XIV (BEI/PMI B);Credit lines;;
;Italy;MCC PG MZG VII;Credit lines;;
;United Kingdom;BIRMINGHAM AIRPORT II;Transport;;
;Italy;MCC PG CN XIII (BEI/PMIB);Credit lines;;
;Montserrat;MONTSERRAT PORT RECONSTRUCTION;Transport;;
;Denmark;STERLING AIRWAYS     (AUT.GL.INFRA I);Transport;;
